files,winner,T1_winners,T2_winners,T3_winners,T4_winners,T5_winners,T6_winners,T7_winners,T8_winners,T9_winners,T10_winners,T11_winners,T12_winners
e-ayrshire17-ballots/e-ayrshire17-03.blt,E,B,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-04.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-05.blt,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-06.blt,G,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-07.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-08.blt,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA
e-ayrshire17-ballots/e-ayrshire17-09.blt,B,B,B,B,B,B,B,B,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward1.csv,B,E,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward2.csv,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward3.csv,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward4.csv,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward5.csv,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward6.csv,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward7.csv,A,B,B,B,A,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward8.csv,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
e-ayrshire22 (pdfs)/Ward9.csv,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-01.blt,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-02.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-03.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-04.blt,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-05.blt,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-06.blt,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-07.blt,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-duns12-ballots/e-duns12-08.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-01.blt,B,E,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-02.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-03.blt,C,E,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-04.blt,B,D,D,D,D,B,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-05.blt,F,B,D,F,F,NA,NA,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-06.blt,C,H,C,C,C,C,C,NA,NA,NA,NA,NA,NA
e-duns17-ballots/e-duns17-07.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward1.csv,D,B,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward2.csv,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward3.csv,F,C,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward4.csv,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward5.csv,E,D,D,E,E,NA,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward6.csv,A,C,C,A,A,NA,NA,NA,NA,NA,NA,NA,NA
e-duns22-ballots/ward7.csv,A,C,C,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-01.blt,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-02.blt,D,A,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-03.blt,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-04.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-05.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-06.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian12-ballots/e-lothian12-07.blt,D,B,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-01.blt,B,B,B,B,B,B,B,B,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-02.blt,D,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-03.blt,A,G,A,A,A,A,A,NA,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-04.blt,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-05.blt,C,E,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
e-lothian17-ballots/e-lothian17-06.blt,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
e-lothian22/Ward1.blt,D,D,D,D,D,D,D,D,NA,NA,NA,NA,NA
e-lothian22/Ward2.blt,H,H,H,H,H,H,H,NA,NA,NA,NA,NA,NA
e-lothian22/Ward3.blt,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA
e-lothian22/Ward4.blt,G,G,E,G,G,G,G,NA,NA,NA,NA,NA,NA
e-lothian22/Ward5.blt,A,F,A,A,A,A,A,A,NA,NA,NA,NA,NA
e-lothian22/Ward6.blt,D,F,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-01.blt,C,B,B,C,C,C,C,C,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-02.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-03.blt,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-04.blt,E,D,E,E,NA,NA,NA,NA,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-05.blt,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
e-renfs12-ballots/e-renfs12-06.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
e-renfs17-ballots/e-renfs17-1.blt,E,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA
e-renfs17-ballots/e-renfs17-2.blt,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA
e-renfs17-ballots/e-renfs17-3.blt,I,F,I,I,I,I,I,I,NA,NA,NA,NA,NA
e-renfs17-ballots/e-renfs17-4.blt,G,G,G,G,G,G,G,G,G,G,NA,NA,NA
e-renfs17-ballots/e-renfs17-5.blt,H,H,H,H,H,H,H,NA,NA,NA,NA,NA,NA
e-renfs22 (pdfs)/ward1_copy.csv,E,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA
e-renfs22 (pdfs)/ward2_copy.csv,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
e-renfs22 (pdfs)/ward3_copy.csv,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
e-renfs22 (pdfs)/ward4_copy.csv,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA
e-renfs22 (pdfs)/ward5_copy.csv,C,B,C,C,C,C,C,C,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-01.blt,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-02.blt,D,C,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-03.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-04.blt,B,B,B,B,B,B,B,B,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-05.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-06.blt,B,A,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-07.blt,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-08.blt,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-09.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-10.blt,F,G,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-11.blt,F,E,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-12.blt,A,C,A,A,A,A,A,A,A,A,NA,NA,NA
edinburgh12-ballots/edinburgh12-13.blt,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-14.blt,G,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-15.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-16.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
edinburgh12-ballots/edinburgh12-17.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-01.blt,D,D,D,D,D,D,D,D,D,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-02.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-03.blt,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-04.blt,A,B,A,A,A,A,A,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-05.blt,F,E,E,E,F,F,F,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-06.blt,B,A,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-07.blt,B,C,B,B,B,B,B,B,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-08.blt,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-09.blt,A,B,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-10.blt,D,A,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-11.blt,B,C,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-12.blt,H,G,H,H,H,H,H,H,H,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-13.blt,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-14.blt,A,F,A,A,A,A,A,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-15.blt,A,E,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-16.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
edinburgh17-ballots/edinburgh17-17.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward1.blt,F,F,F,F,F,F,F,F,NA,NA,NA,NA,NA
edinburgh22/ward10.blt,E,G,E,E,E,E,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward11.blt,G,H,G,G,G,G,G,G,G,G,G,G,NA
edinburgh22/ward12.blt,I,I,I,I,I,I,I,I,I,I,I,NA,NA
edinburgh22/ward13.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
edinburgh22/ward14.blt,A,D,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward15.blt,D,D,A,D,NA,NA,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward16.blt,A,A,A,A,A,A,A,A,A,NA,NA,NA,NA
edinburgh22/ward17.blt,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA
edinburgh22/ward2.blt,D,A,A,A,D,D,D,D,NA,NA,NA,NA,NA
edinburgh22/ward3.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
edinburgh22/ward4.blt,D,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA
edinburgh22/ward5.blt,I,I,I,I,I,I,I,I,I,NA,NA,NA,NA
edinburgh22/ward6.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward7.blt,B,G,B,B,B,B,B,NA,NA,NA,NA,NA,NA
edinburgh22/ward8.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
edinburgh22/ward9.blt,G,A,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-01.blt,I,I,I,I,I,I,I,I,I,I,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-02.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-03.blt,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-04.blt,F,C,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-05.blt,C,G,G,C,C,C,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-06.blt,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-07.blt,F,F,F,F,F,F,F,F,F,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-08.blt,E,A,A,E,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar12-ballots/eilean-siar12-09.blt,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-01.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-02.blt,G,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-03.blt,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-04.blt,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-05.blt,C,B,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-06.blt,H,H,H,H,H,H,H,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-07.blt,C,E,E,C,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-08.blt,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar17-ballots/eilean-siar17-09.blt,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward_03_preferenceprofile.txt,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward_04_preferenceprofile.txt,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward_05_preferenceprofile.txt,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward02_preferenceprofile.txt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
eilean-siar22/ward07_preferenceprofile.txt,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward08_preferenceprofile.txt,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
eilean-siar22/ward09_preferenceprofile.txt,D,J,D,D,D,D,D,D,D,NA,NA,NA,NA
eilean-siar22/ward10_preferenceprofile.txt,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-01.blt,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-02.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-03.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-04.blt,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-05.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-06.blt,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-07.blt,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-08.blt,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk12-ballots/falkirk12-09.blt,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-01.blt,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-02.blt,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-03.blt,D,D,D,D,D,D,D,D,D,NA,NA,NA,NA
falkirk17-ballots/falkirk17-04.blt,B,D,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-05.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-06.blt,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-07.blt,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-08.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
falkirk17-ballots/falkirk17-09.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward1.csv,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward2.csv,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
falkirk22/ward3.csv,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward4.csv,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward5.csv,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward6.csv,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward7.csv,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward8.csv,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
falkirk22/ward9.csv,G,G,G,G,G,G,G,G,NA,NA,NA,NA,NA
fife12-ballots/fife12-01.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-02.blt,C,D,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-03.blt,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-04.blt,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-05.blt,A,B,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-06.blt,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-07.blt,F,F,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-08.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-09.blt,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-10.blt,B,B,B,B,B,B,B,B,NA,NA,NA,NA,NA
fife12-ballots/fife12-11.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-12.blt,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-13.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-14.blt,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA
fife12-ballots/fife12-15.blt,B,C,C,B,B,B,B,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-16.blt,F,F,F,F,B,F,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-17.blt,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-18.blt,A,B,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-19.blt,D,E,D,D,D,D,D,D,NA,NA,NA,NA,NA
fife12-ballots/fife12-20.blt,D,D,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-21.blt,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-22.blt,B,B,D,B,B,B,B,NA,NA,NA,NA,NA,NA
fife12-ballots/fife12-23.blt,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA
fife17-ballots/fife17-01.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-02.blt,G,B,C,G,G,G,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-03.blt,H,A,C,H,H,H,H,H,NA,NA,NA,NA,NA
fife17-ballots/fife17-04.blt,G,F,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-05.blt,G,E,G,G,G,G,G,G,NA,NA,NA,NA,NA
fife17-ballots/fife17-06.blt,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-07.blt,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-08.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-09.blt,A,D,A,A,A,A,A,A,A,NA,NA,NA,NA
fife17-ballots/fife17-10.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-11.blt,A,D,A,A,A,A,A,A,NA,NA,NA,NA,NA
fife17-ballots/fife17-12.blt,C,A,C,C,C,C,C,C,NA,NA,NA,NA,NA
fife17-ballots/fife17-13.blt,E,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-14.blt,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA
fife17-ballots/fife17-15.blt,I,I,I,I,I,I,I,I,I,NA,NA,NA,NA
fife17-ballots/fife17-16.blt,E,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-17.blt,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-18.blt,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA
fife17-ballots/fife17-19.blt,G,F,G,G,G,G,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-20.blt,B,B,B,B,B,NA,NA,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-21.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
fife17-ballots/fife17-22.blt,F,F,F,F,F,F,F,F,F,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-1-West-Fife-and-Coastal-Villages_06052022_145537.blt,B,B,B,B,B,B,B,B,B,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-10-Kirkcaldy-North_06052022_151928.blt,F,F,F,F,F,F,F,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-11-Kirkcaldy-Central_06052022_145551.blt,D,A,B,B,D,D,NA,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-12-Kirkcaldy-East_06052022_151925.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-13-Glenrothes-West-and-Kinglassie_06052022_145551.blt,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-14-Glenrothes-North-Leslie-and-Markinch_06052022_151925.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-15-Glenrothes-Central-and-Thornton_06052022_145551.blt,G,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-16-Howe-Of-Fife-and-Tay-Coast_06052022_151928.blt,F,G,F,F,F,F,NA,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-17-Tay-Bridgehead_06052022_145551.blt,G,C,G,G,G,G,G,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-18-St.-Andrews_06052022_151928.blt,E,E,E,E,E,NA,NA,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-19-East-Neuk-and-Landward_06052022_145551.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-2-Dunfermline-North_06052022_151927.blt,G,G,G,G,G,G,G,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-20-Cupar_06052022_151928.blt,G,G,G,G,G,G,G,G,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-21-Leven-Kennoway-and-Largo_06052022_145552.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-22-Buckhaven-Methil-and-Wemyss-Villages_06052022_151928.blt,D,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-3-Dunfermline-Central_06052022_145551.blt,A,A,C,A,A,A,A,A,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-4-Dunfermline-South_06052022_151924.blt,E,C,B,B,B,E,E,E,E,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-5-Rosyth_06052022_145544.blt,A,I,A,A,A,A,A,A,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-6-Inverkeithing-and-Dalgety-Bay_06052022_151927.blt,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-7-Cowdenbeath_06052022_145532.blt,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-8-Lochgelly-Cardenden-and-Benarty_06052022_151928.blt,B,B,B,B,B,B,B,NA,NA,NA,NA,NA,NA
fife22/PreferenceProfile_V0001_Ward-9-Burntisland-Kinghorn-and-Western-Kirkcaldy_06052022_145551.blt,G,A,G,G,G,G,G,G,NA,NA,NA,NA,NA
glasgow12/glasgow12-01.blt,B,B,B,B,B,B,B,B,NA,NA,NA,NA,NA
glasgow12/glasgow12-02.blt,C,C,C,C,C,C,C,C,C,C,NA,NA,NA
glasgow12/glasgow12-03.blt,B,B,B,B,B,B,B,B,B,B,NA,NA,NA
glasgow12/glasgow12-04.blt,B,B,B,B,B,B,B,B,B,NA,NA,NA,NA
glasgow12/glasgow12-05.blt,A,A,A,A,A,A,A,A,A,A,A,A,A
glasgow12/glasgow12-06.blt,C,H,C,C,C,C,C,NA,NA,NA,NA,NA,NA
glasgow12/glasgow12-07-recalc.blt,D,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA
